Field Id,Field name,Rule,Rule type,Action,Rule note,Message,Message,Condition (if present):,Description
lctr.transaction.startingActions.conductors.entityDetails.authorizedPersons.surname,Surname,121842,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Authorized person,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.authorizedPersons.surname,Surname,121843,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Authorized person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.authorizedPersons.surname,Surname,121844,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Authorized person,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.authorizedPersons.surname,Surname,121841,Format,Reject,,Invalid format.,362,Conductor / Entity / Authorized person,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.extensionNumber,Extension,121580,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.entityDetails.telephoneNumber is empty.
"
lctr.transaction.startingActions.conductors.entityDetails.extensionNumber,Extension,121581,Format,Warning,,Invalid format.,362,Conductor / Entity,"Send a warning if the user provided a value that does not contain up to 10 numbers, dashes, commas, periods, spaces or round brackets.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications,Identification list,121710,Content,Reject,,"The list cannot be empty, but is required based on the value entered elsewhere in the report.",331,Conductor / Entity,"Reject this report if the list of values is not between 1 and * and lctr.transaction.largeCashTransactionDetails.thresholdIndicator equals 'true'.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeCode,Identification type,121720,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity / Identification,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeCode,Identification type,121722,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeCode,Identification type,121723,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeCode,Identification type,121724,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeCode,Identification type,121721,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Entity / Identification,"Reject this report if the user provided a value not in the list:
	 - 1=Articles of association
	 - 2=Certificate of corporate status
	 - 3=Certificate of incorporation
	 - 4=Letter/Notice of assessment
	 - 5=Partnership agreement
	 - 6=Annual report
	 - 7=Other
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeOther,Identification type - other,121730,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity / Identification,"Reject this report if the user did not provide a value and lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeCode is Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeOther,Identification type - other,121731,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity / Identification,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeCode is not Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.identifierTypeOther,Identification type - other,121732,Format,Reject,,Invalid format.,362,Conductor / Entity / Identification,"Reject this report if the user provided text that is not between 1 and 200 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121750,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity / Identification,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121753,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121754,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121755,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121751,Format,Reject,,Invalid format.,362,Conductor / Entity / Identification,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121752,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Entity / Identification,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121760,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity / Identification,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode is not in CA, US, MX.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121761,Format,Reject,,Invalid format.,362,Conductor / Entity / Identification,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121762,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Entity / Identification,"Reject this report if the province/state code does not correspond with the country provided OR is not a valid Canadian, US or Mexican province/state code given the country lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,121770,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity / Identification,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueCountryCode is in CA, US, MX.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,121771,Format,Reject,,Invalid format.,362,Conductor / Entity / Identification,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.number,Number associated with identification type,121740,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.number,Number associated with identification type,121742,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is 'false' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.number,Number associated with identification type,121743,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Identification,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is 'false' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.identifications.number,Number associated with identification type,121741,Format,Reject,,Invalid format.,362,Conductor / Entity / Identification,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.nameOfEntity,Name of entity,121560,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.entityDetails.nameOfEntity,Name of entity,121562,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.nameOfEntity,Name of entity,121563,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.nameOfEntity,Name of entity,121564,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.nameOfEntity,Name of entity,121561,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.natureOfPrincipalBusiness,Nature of entity's principal business,121590,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.methodCode is 1 and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is false and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is false.
"
lctr.transaction.startingActions.conductors.entityDetails.natureOfPrincipalBusiness,Nature of entity's principal business,121593,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true' and lctr.transaction.largeCashTransactionDetails.methodCode is one of Automated banking machine (2), Armoured car (3), Courier (4), Mail deposit (5), Other (7).
"
lctr.transaction.startingActions.conductors.entityDetails.natureOfPrincipalBusiness,Nature of entity's principal business,121594,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.natureOfPrincipalBusiness,Nature of entity's principal business,121595,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity,"Send a warning if the user did not provide a value  and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.natureOfPrincipalBusiness,Nature of entity's principal business,121591,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided text that is not between 1 and 200 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationIncorporationIndicator,Is the entity registered or incorporated?,121557,Presence,Reject,,Field is mandatory.,329,Conductor / Entity,"Reject this report if the user did not provide a value into this field.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationIncorporationIndicator,Is the entity registered or incorporated?,121558,Presence,Reject,,"The value entered for this field is inaccurate, based on the value shown in one or more other fields.",302,Conductor / Entity,"Reject this report if the user provided 'true' and lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations is empty or the user provided 'false' and lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations is not empty.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121800,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity / Registration or incorporation,"Reject this report if the user did not provide a value and all of lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.number, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName are empty.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121801,Format,Reject,,Invalid format.,362,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode,Jurisdiction of issue (country),121802,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided a value not in the list:
	 - All ISO Countries
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121810,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity / Registration or incorporation,"Reject this report if the user did not provide a value and all of lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.number, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName are empty.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121811,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode is not in CA, US, MX.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121812,Format,Reject,,Invalid format.,362,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided text that is not between 2 and 2 characters, containing only alpha characters.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode,Jurisdiction of issue (province or state) code,121813,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Entity / Registration or incorporation,"Reject this report if the province/state code does not correspond with the country provided OR is not a valid Canadian, US or Mexican province/state code given the country lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,121820,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity / Registration or incorporation,"Reject this report if the user did not provide a value and all of lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.number, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode are empty.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,121821,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode is in CA, US, MX.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName,Jurisdiction of issue (province or state) name,121822,Format,Reject,,Invalid format.,362,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.number,Registration or incorporation number,121790,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity / Registration or incorporation,"Reject this report if the user did not provide a value and all of lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueCountryCode, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateCode, lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.jurisdictionOfIssueProvinceStateName are empty.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.number,Registration or incorporation number,121792,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Registration or incorporation,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is 'false' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Outgoing email money transfer (20), Holding funds (21), Outgoing domestic funds transfer (24), Outgoing international funds transfer (25) and the corresponding amount is greater than or equal to $ 1000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.number,Registration or incorporation number,121793,Presence,Warning,,"This field was not completed, but may be required based on the value entered elsewhere in the report.",375,Conductor / Entity / Registration or incorporation,"Send a warning if the user did not provide a value  lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is 'false' and and there is at least one completing action where lctr.transaction.completingActions.details.dispositionCode is one of Exchange to fiat currency (3), Purchase of money order (6), Life insurance policy purchase/deposit (7), Investment product purchase/deposit (8), Issued cheque (23) and the corresponding amount is greater than or equal to $ 3000 CAD.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.number,Registration or incorporation number,121791,Format,Reject,,Invalid format.,362,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.typeCode,Incorporated or registered?,121780,Presence,Reject,,Field is mandatory.,329,Conductor / Entity / Registration or incorporation,"Reject this report if the user did not provide a value into this field.
"
lctr.transaction.startingActions.conductors.entityDetails.registrationsIncorporations.typeCode,Incorporated or registered?,121781,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / Entity / Registration or incorporation,"Reject this report if the user provided a value not in the list:
	 - 1=Registered
	 - 2=Incorporated
	 - 4=Registered and incorporated
	 - 5=Unknown
"
lctr.transaction.startingActions.conductors.entityDetails.telephoneNumber,Telephone number,121571,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided a value that did not contain 0 to 20 numbers, dashes, commas, periods, spaces or round brackets.
"
lctr.transaction.startingActions.conductors.entityDetails.typeCode,Subject type,121555,Content,Reject,,The value entered for the field does not provide what is required.,301,Conductor / Entity,"Reject this report if the value the user provided is not equal to the value in lctr.transaction.startingActions.conductors.typeCode.
"
lctr.transaction.startingActions.conductors.entityName.nameOfEntity,Name of entity (business account),121890,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is true.
"
lctr.transaction.startingActions.conductors.entityName.nameOfEntity,Name of entity (business account),121891,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity,"Reject this report if the user provided a value and lctr.transaction.startingActions.details.depositToBusinessAccountIndicator is not 'true'.
"
lctr.transaction.startingActions.conductors.entityName.nameOfEntity,Name of entity (business account),121892,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / Entity,"Reject this report if the user provided a value and lctr.transaction.largeCashTransactionDetails.methodCode is one of Night deposit (8), Quick drop (9).
"
lctr.transaction.startingActions.conductors.entityName.nameOfEntity,Name of entity (business account),121893,Format,Reject,,Invalid format.,362,Conductor / Entity,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.entityName.typeCode,Subject type (business account),121887,Content,Reject,,The value entered for the field does not provide what is required.,301,Conductor / Entity,"Reject this report if the value the user provided is not equal to the value in lctr.transaction.startingActions.conductors.typeCode.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.details.clientNumber,Client number,122520,Format,Reject,,Invalid format.,362,Conductor / On behalf of,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.details.emailAddress,Email address,122550,Format,Reject,,Invalid format.,362,Conductor / On behalf of,"Reject this report if the user provided a value that does not adhere to the RFC5322 Internet Message Format or exceeded the maximum length of 200.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.details.relationshipOfConductorCode,Relationship type,122530,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / On behalf of,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true'.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.details.relationshipOfConductorCode,Relationship type,122531,Content,Reject,,The value entered is not in FINTRAC's list of values for the field.,300,Conductor / On behalf of,"Reject this report if the user provided a value not in the list:
	 - 1=Accountant
	 - 2=Agent
	 - 3=Borrower
	 - 4=Broker
	 - 5=Customer
	 - 6=Employee
	 - 7=Friend
	 - 8=Relative
	 - 9=Other
	 - 10=Legal counsel
	 - 11=Employer
	 - 12=Joint/Secondary owner
	 - 13=Power of attorney
	 - 14=Vendor/Supplier
"
lctr.transaction.startingActions.conductors.onBehalfOfs.details.relationshipOfConductorOther,Relationship type - other,122540,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / On behalf of,"Reject this report if the user did not provide a value and lctr.transaction.startingActions.conductors.onBehalfOfs.details.relationshipOfConductorCode is Other (9).
"
lctr.transaction.startingActions.conductors.onBehalfOfs.details.relationshipOfConductorOther,Relationship type - other,122541,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of,"Reject this report if the user provided a value and lctr.transaction.startingActions.conductors.onBehalfOfs.details.relationshipOfConductorCode is not Other (9).
"
lctr.transaction.startingActions.conductors.onBehalfOfs.details.relationshipOfConductorOther,Relationship type - other,122542,Format,Reject,,Invalid format.,362,Conductor / On behalf of,"Reject this report if the user provided text that is not between 1 and 200 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.buildingNumber,House/Building number,122260,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.buildingNumber,House/Building number,122261,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Entity,"Reject this report if the user provided text that is not between 1 and 10 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.city,City,122340,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / On behalf of / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is true and lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.addressTypeCode is 1.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.city,City,122341,Presence,Reject,,This field is not required based on the value shown in one or more other fields.,364,Conductor / On behalf of / Entity,"Reject this report if the user provided a value and any of lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.unstructured are not empty.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.city,City,122342,Format,Reject,,Invalid format.,362,Conductor / On behalf of / Entity,"Reject this report if the user provided text that is not between 1 and 100 characters.
"
lctr.transaction.startingActions.conductors.onBehalfOfs.entityDetails.address.countryCode,Country,122350,Presence,Reject,,"This field was not completed, but is required based on the value entered elsewhere in the report.",330,Conductor / On behalf of / Entity,"Reject this report if the user did not provide a value and lctr.transaction.largeCashTransactionDetails.thresholdIndicator is 'true'.
"
